ID	target	strand	count	score_prefix	score_suffix	log_p	offset	ticks	mod
7e7a1f47-d32b-4809-a9dd-73170b3564b0	HTTcag	+	128	6.348978345732505	3.9228020908412273	-11850.96326819358	9529	3298	-
ce272874-4652-4171-a865-f12f6e2791b7	HTTcag	+	22	6.346703973740183	6.22146233346395	-3948.8259016426346	9489	515	-
126fb4f1-bef9-4553-a875-1182a635e260	HTTcag	+	20	6.9511583413110865	5.910935797400374	-4124.833051091878	10542	589	-
8af1149e-490a-42fd-baa6-beaa006ddcde	HTTcag	+	21	5.788399074388587	5.992969347285933	-4646.357806810279	8273	662	-
bfff9f38-98f4-4aa7-b05d-b3fce4ec6ef2	HTTcag	+	23	6.2840139982326475	4.627654162403707	-3672.016066480204	9688	479	-
b90bd94c-3684-4cdf-9323-82b7d6d7d499	HTTcag	+	25	6.779927114422402	6.935732475093665	-4149.691014464979	9766	638	-
02a2d360-6a5c-4cfa-a90c-154ba75d6832	HTTcag	+	138	6.052140075496942	5.748601382902299	-13979.178198629921	10061	4059	-
ef4194f5-6e0e-45de-9ef7-6761f262cd43	HTTcag	+	21	6.658027729235197	5.496918414747656	-4083.3008077917225	9503	609	-
14e3b193-c570-481f-bfb9-a3e64c60c3f5	HTTcag	+	21	6.804811593577348	5.992968871236809	-4078.5559416307788	11906	520	-
b4df0716-6783-46a1-a931-57ba8df09937	HTTcag	+	134	6.648758790398427	5.732076079512687	-11973.430347080168	9368	3549	-
11f4f39a-9d99-4a09-a3db-abe0dbf453cd	HTTcag	+	22	7.106627921747967	7.001787421766342	-3979.9745967262247	10319	610	-
b9ea82eb-2602-4be8-87a6-d91ea0fd9e9a	HTTcag	+	24	6.945167039497469	5.806685458357857	-4167.848953355765	8276	551	-
99d11f2c-c506-40a0-9f49-11407feed529	HTTcag	+	22	5.772166615545612	5.387808118547712	-4428.044397617767	9814	609	-
9628f348-7eca-40cb-a963-43e11fc2ef6b	HTTcag	+	127	5.181492430690661	7.20033389820772	-17551.43740574735	12314	4386	-
de9222ef-d487-48cc-8a3d-7d3a3b50f415	HTTcag	+	21	5.901729877869335	6.647811633111971	-4462.090991563238	9309	549	-
f7e3c028-0683-4506-ac36-5a8c6caa7c70	HTTcag	+	24	5.829499400425562	5.005266014909569	-5061.09684626895	10749	751	-
98c9c81b-d27f-4f40-ab8b-869aa8570067	HTTcag	+	135	6.341063660975016	5.721410367699431	-13975.937675725017	10017	3909	-
656c29c7-7e34-4e8e-9135-c42daf96c6f1	HTTcag	+	21	5.480454637825145	7.8872314059983895	-3480.3153027021963	9408	507	-
dbb170f3-7637-4519-bceb-8d7aa32ab54c	HTTcag	+	631	4.9660168259153155	3.9675568361850444	-137957.2174253373	9454	30013	-
e2e10377-a6b2-4875-a773-e3201edfc86b	HTTcag	+	28	6.0990787146226415	6.787970166492329	-5346.165100206425	10321	950	-
9111af17-5600-49a0-b424-667d513c2e70	HTTcag	+	137	6.042966338734568	4.375792338371703	-14683.857085267053	10338	4103	-
1b11b0ec-a3fb-46cd-96c9-747d83f40cc5	HTTcag	+	25	6.110655079937044	5.950568953804348	-4351.515315508828	11841	709	-
2d81bc33-2810-4605-b573-a9e804962ca8	HTTcag	+	16	5.14908139913604	6.557872754614371	-3776.0035492865863	9888	268	-
242b4775-ffe9-4c1b-9e00-2469e39e7ef0	HTTcag	+	24	6.674266460926985	6.188029941381744	-4262.082806614327	11775	677	-
67786ee2-a65f-4871-94c8-6d07b47d7ae2	HTTcag	+	33	6.760193549262153	4.899332095616632	-5287.640645787941	9534	700	-
3accee5b-2115-41f6-961f-9dc16d5d800e	HTTcag	+	19	6.608242084973753	6.288354957675871	-4785.741409797305	10419	607	-
ac26aba8-d494-44cc-99fd-29a716183a37	HTTcag	+	26	6.206579613333868	6.102160775476758	-4793.815012628004	10116	786	-
e3a0c864-57d3-410a-b8b1-0f9f7c5f9931	HTTcag	+	23	6.183492012047723	6.580071376123013	-4103.673023357263	11408	615	-
709465ef-29be-43c2-a8c5-dc154ade2953	HTTcag	+	20	6.511436675174303	6.887035704495614	-4098.716549673474	10547	550	-
4879a4d2-f6d4-44ff-9d7a-a7481d4777c0	HTTcag	+	133	5.964311564968105	6.07820271357519	-13045.055508978814	10167	4119	-
c54465c4-0cf6-4bd8-91f6-740820ba9873	HTTcag	+	128	6.991152237021858	4.1725322599677925	-11089.960678299676	7552	3107	-
a8f17212-4eb6-4fc8-8c4a-55fe89f5c14a	HTTcag	+	22	6.4285745646713215	6.001835379117464	-3879.9581362331046	8825	209	-
ec0ace22-cd00-4b81-8fd7-18f9a70f8d90	HTTcag	+	23	7.036238661145138	6.080978568731118	-4418.190751152705	9290	658	-
8f875280-2fb1-4329-a7a9-54bd2bfa584e	HTTcag	+	14	7.468475567481512	4.416286201234076	-2105.0796780814635	9024	0	-
da6bc504-8344-4185-b43e-b0184c1db4cc	HTTcag	+	22	4.948562487036781	5.963507238560798	-4835.976698048245	9900	673	-
0439b109-f774-43bc-b153-5c5bfc59302f	HTTcag	+	130	5.9852022905156534	5.482804753895184	-11572.21150612644	9754	3102	-
c596c305-cbfa-4f96-b921-629495e00193	HTTcag	+	22	6.471872021095822	6.755903734981896	-4332.41577190626	9187	629	-
87bc7109-41ff-4810-b288-05a324700722	HTTcag	+	23	4.129313950005844	5.875359379752129	-4246.638504119273	8352	332	-
a7953c0e-f73f-4c8c-9a76-b736cdc39e80	HTTcag	+	24	6.3228807551156585	4.078918700199203	-3973.881435640534	10131	0	-
65ed4534-cfbc-4c22-a226-964d838b169c	HTTcag	+	21	6.290409068369494	6.175005198431559	-4283.863704602989	9463	664	-
ba316225-e33e-4a0f-91a0-b2d5cbfd187b	HTTcag	+	20	3.9794921875	5.140040074481865	-3499.3435545086827	9286	175	-
1dd31994-f98a-48e9-8451-c6726f9ab09b	HTTcag	+	24	6.241139020106589	6.35948364490623	-4948.315418326124	9311	741	-
