ID	target	strand	count	score_prefix	score_suffix	log_p	offset	ticks	mod
96ae972b-7d64-48a2-8c20-bfe3ed556d37	HTTcag	+	25	6.598207196661238	6.157540479401188	-4601.820601225144	10554	738	-
5329af07-428e-495b-9e71-3c14f71c1154	HTTcag	+	126	6.3127263165606164	6.553659992166328	-12573.518302780785	9522	3865	-
17bd7a60-11d4-490e-aa51-896b348d4381	HTTcag	+	134	6.057573479459719	6.302102517633229	-12095.213544505868	10144	3811	-
c98d71f5-813b-4409-a8b2-2c3cdedf7507	HTTcag	+	136	6.290185759039416	5.869029678254438	-13621.978678320107	9896	4329	-
f6396a05-5db8-4319-8707-cc9011c30675	HTTcag	+	27	5.137270480225989	5.665783135628086	-5044.901852689179	11197	739	-
85793314-f6ce-4868-90be-cbcb4d7bcf60	HTTcag	+	137	6.902749728886332	6.576271373820755	-12414.221861672537	9537	4042	-
c998a940-5c4f-438f-8766-ba2fd6872d66	HTTcag	+	20	5.6492334534306465	6.732843379961641	-4370.706067392887	10550	525	-
e89987c6-16d4-4fe7-aa6a-1e4451307928	HTTcag	+	18	5.48579082392737	5.473955748369257	-3958.2929663539016	9996	0	-
14e42e7d-3670-4f10-b032-609a1f6529fe	HTTcag	+	21	6.034807173073924	3.3351296197399853	-4961.8330753875	9293	589	-
14d70c2f-0863-4395-8fcf-270a711e0eea	HTTcag	+	24	5.753163399648917	6.7592129154805765	-4379.944969976422	9761	706	-
49d568b8-f37c-479f-90fa-76ca505d82fa	HTTcag	+	21	6.511897032527248	6.660820729537367	-5023.583476519464	9930	606	-
70e32a25-f660-4480-8f04-25c6f282e52a	HTTcag	+	22	4.651972979462175	6.120835564565484	-4789.274208803696	9863	717	-
55d75296-8c71-403e-ae05-ccdfff3421f0	HTTcag	+	27	7.169883296620837	7.059274636860341	-3974.8077503571726	9366	712	-
b37135d7-ad64-49d1-8ab6-cacb3351c8c3	HTTcag	+	18	6.11944666274378	5.715368155633477	-5834.452361262098	9600	792	-
e1d53b51-4865-4618-9796-18d51b74b404	HTTcag	+	125	4.848651611575481	6.264943976151316	-18164.253111787268	11787	4311	-
f9f25635-6110-45c5-9a68-264e7f3fabe9	HTTcag	+	429	5.836960203909988	3.2057208782045694	-111304.03851356094	9693	22752	-
3d4d846a-28f9-45b8-9a73-a41be18d31bc	HTTcag	+	24	6.058420769993391	3.9961236203864194	-4080.2098824523528	9421	543	-
868ed902-7371-4da4-8211-6fd37ae87f87	HTTcag	+	21	6.746282930444222	6.519516584897611	-4265.126586343258	9558	616	-
db1c43e9-2fd0-449f-897a-54677f563ea7	HTTcag	+	23	7.616346979715738	6.552585739319092	-4101.0394650078815	10336	521	-
5eed5a52-df14-4a91-a27b-2d1a1ffcd63a	HTTcag	+	24	4.789486204587036	5.040978214396766	-5478.908046870334	11992	492	-
d811067c-10ad-4253-95ba-b41b00c8d43b	HTTcag	+	22	7.104969861378767	6.053813859528186	-4210.557827103294	11959	596	-
6dcfa6c5-444a-4c7b-bb1e-b16b3014f785	HTTcag	+	142	7.041780633080014	6.869542738970588	-11663.873149563598	10968	3784	-
336b3db8-d2ee-4c6e-9133-244730d56f35	HTTcag	+	22	7.649746697202336	5.505816590224534	-4042.5485727846844	9023	442	-
11f02fc4-e51a-40dd-b996-f478fa76075e	HTTcag	+	22	6.508734772689216	6.488328546001023	-4304.972698394084	11086	695	-
ecaf221c-adda-4a36-b3e3-23e3624f3615	HTTcag	+	25	7.3397522705664535	6.003927592476373	-4433.655359163776	9241	689	-
87be9e82-bd16-4f12-9f47-f42853aff910	HTTcag	+	21	7.321060784118997	7.12967359595366	-4180.99536376132	9555	625	-
6b0b1ed0-878e-4824-ad8b-8e28af528a5b	HTTcag	+	22	6.134333065257353	6.634483683020622	-3952.941367654728	10692	509	-
46c1326a-0e1b-4318-835d-f215d0e2288c	HTTcag	+	527	5.609214477539062	2.7681609170844728	-110799.93767560313	10260	24119	-
5e40d497-eddc-4ecf-9bc6-3fe9895a7d20	HTTcag	+	21	5.124282172144124	6.163246544187145	-4667.765495524501	10147	565	-
de681498-e979-4615-8ba5-f6cafe5dd7a1	HTTcag	+	23	5.829152843179224	5.8834063158488865	-4582.421120386405	5931	662	-
c0eda576-28c7-4f7e-b32a-101ca0e11ee8	HTTcag	+	22	6.164760129244997	6.189547488043126	-4379.210940632446	10132	739	-
